n,module,old,new,src,grain,window,metric,note
3,B01_bt_panel_delta.csv,ramp_recent,xagg__G02__recent__ramp,xagg,G02,recent,ramp,P0-1 需按本件 grain 重聚合后方可用此名
3,B01_bt_panel_delta.csv,ramp_recent,xagg__G02__recent__ramp,xagg,G02,recent,ramp,P0-1 需按本件 grain 重聚合后方可用此名
3,B01_bt_panel_delta.csv,stake_ramp,xagg__G02__base__stake_ramp,xagg,G02,base,stake_ramp,P0-1 需按本件 grain 重聚合后方可用此名
3,B01_bt_panel_delta.csv,vip_tier,xagg__G02__base__vip_tier,xagg,G02,base,vip_tier,P0-1 需按本件 grain 重聚合后方可用此名
3,B01_bt_panel_delta.csv,economic_value,xagg__G02__base__economic_value,xagg,G02,base,economic_value,P0-1 需按本件 grain 重聚合后方可用此名
3,B01_bt_panel_delta.csv,risk_value,xagg__G02__base__risk_value,xagg,G02,base,risk_value,P0-1 需按本件 grain 重聚合后方可用此名
3,B01_bt_panel_delta.csv,pr_stake,xagg__G02__base__pr_stake,xagg,G02,base,pr_stake,P0-1 需按本件 grain 重聚合后方可用此名
3,B01_bt_panel_delta.csv,action_priority,xagg__G02__base__action_priority,xagg,G02,base,action_priority,P0-1 需按本件 grain 重聚合后方可用此名
4,B4_2b_funnel_and_mu0.csv,stake,xwin__all__base__stake,xwin,all,base,stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,valid_bet,xwin__all__base__valid_bet,xwin,all,base,valid_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,profit,xwin__all__base__profit,xwin,all,base,profit,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,n_bets,xwin__all__base__n_bets,xwin,all,base,n_bets,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,n_rounds,xwin__all__base__n_rounds,xwin,all,base,n_rounds,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi,xwin__all__base__roi,xwin,all,base,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi_freecomm,xwin__all__freecomm__roi,xwin,all,freecomm,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi_non_freecomm,xwin__all__non_freecomm__roi,xwin,all,non_freecomm,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi_ex_rebate,xwin__all__base__roi_ex_rebate,xwin,all,base,roi_ex_rebate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi_numerator,xwin__all__base__roi_numerator,xwin,all,base,roi_numerator,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi_denominator,xwin__all__base__roi_denominator,xwin,all,base,roi_denominator,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi_denominator_status,xwin__all__base__roi_denominator_status,xwin,all,base,roi_denominator_status,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,rebate_cost,xwin__all__base__rebate_cost,xwin,all,base,rebate_cost,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,agent_cost,xwin__all__base__agent_cost,xwin,all,base,agent_cost,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,net_margin,xwin__all__base__net_margin,xwin,all,base,net_margin,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,net_margin_rate,xwin__all__base__net_margin_rate,xwin,all,base,net_margin_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_stake_per_bet,xwin__all__base__avg_stake_per_bet,xwin,all,base,avg_stake_per_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_valid_bet_per_round,xwin__all__base__avg_valid_bet_per_round,xwin,all,base,avg_valid_bet_per_round,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_profit_per_round,xwin__all__base__avg_profit_per_round,xwin,all,base,avg_profit_per_round,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_profit_per_day,xwin__all__base__avg_profit_per_day,xwin,all,base,avg_profit_per_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_profit_per_shoe,xwin__all__base__avg_profit_per_shoe,xwin,all,base,avg_profit_per_shoe,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_stake_per_active_day,xwin__all__base__avg_stake_per_active_day,xwin,all,base,avg_stake_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_rounds_per_active_day,xwin__all__base__avg_rounds_per_active_day,xwin,all,base,avg_rounds_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_stake_freecomm,xwin__all__freecomm__avg_stake,xwin,all,freecomm,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_stake_non_freecomm,xwin__all__non_freecomm__avg_stake,xwin,all,non_freecomm,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p25_stake,xwin__all__base__p25_stake,xwin,all,base,p25_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p50_stake,xwin__all__base__p50_stake,xwin,all,base,p50_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p75_stake,xwin__all__base__p75_stake,xwin,all,base,p75_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p90_stake,xwin__all__base__p90_stake,xwin,all,base,p90_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p95_stake,xwin__all__base__p95_stake,xwin,all,base,p95_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p99_stake,xwin__all__base__p99_stake,xwin,all,base,p99_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p50_valid_bet,xwin__all__base__p50_valid_bet,xwin,all,base,p50_valid_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p50_profit,xwin__all__base__p50_profit,xwin,all,base,p50_profit,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p95_over_p50,xwin__all__base__p95_over_p50,xwin,all,base,p95_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,p99_over_p50,xwin__all__base__p99_over_p50,xwin,all,base,p99_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,avg_over_p50,xwin__all__base__avg_over_p50,xwin,all,base,avg_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,common_table_count,xwin__all__base__common_table_count,xwin,all,base,common_table_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,common_dealer_count,xwin__all__base__common_dealer_count,xwin,all,base,common_dealer_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,common_ip_count,xwin__all__base__common_ip_count,xwin,all,base,common_ip_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,common_product_count,xwin__all__base__common_product_count,xwin,all,base,common_product_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,share_freecomm,xwin__all__freecomm__share,xwin,all,freecomm,share,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,hold_rate,xwin__all__base__hold_rate,xwin,all,base,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,hold_rate_freecomm,xwin__all__freecomm__hold_rate,xwin,all,freecomm,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,rebate_rate_actual,xwin__all__base__rebate_rate_actual,xwin,all,base,rebate_rate_actual,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,rebate_pct_config,xwin__all__base__rebate_pct_config,xwin,all,base,rebate_pct_config,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,turnover_multiple,xwin__all__base__turnover_multiple,xwin,all,base,turnover_multiple,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,free_comm_rate,xwin__all__base__free_comm_rate,xwin,all,base,free_comm_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,roi_delta_freecomm,xwin__all__freecomm__roi_delta,xwin,all,freecomm,roi_delta,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,first_seen,xwin__all__base__first_seen,xwin,all,base,first_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,last_seen,xwin__all__base__last_seen,xwin,all,base,last_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,active_days,xwin__all__base__active_days,xwin,all,base,active_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,active_shoes,xwin__all__base__active_shoes,xwin,all,base,active_shoes,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,active_sessions,xwin__all__base__active_sessions,xwin,all,base,active_sessions,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,span_days,xwin__all__base__span_days,xwin,all,base,span_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,persistence,xwin__all__base__persistence,xwin,all,base,persistence,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,ramp_freecomm,xwin__all__freecomm__ramp,xwin,all,freecomm,ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,ramp_recent,xwin__all__recent__ramp,xwin,all,recent,ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,stake_ramp,xwin__all__base__stake_ramp,xwin,all,base,stake_ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,vip_tier,xwin__all__base__vip_tier,xwin,all,base,vip_tier,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,economic_value,xwin__all__base__economic_value,xwin,all,base,economic_value,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,risk_value,xwin__all__base__risk_value,xwin,all,base,risk_value,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,pr_stake,xwin__all__base__pr_stake,xwin,all,base,pr_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
4,B4_2b_funnel_and_mu0.csv,action_priority,xwin__all__base__action_priority,xwin,all,base,action_priority,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
5,B4_5b_tip_nature.csv,stake,xagg__G04__base__stake,xagg,G04,base,stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,valid_bet,xagg__G04__base__valid_bet,xagg,G04,base,valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,profit,xagg__G04__base__profit,xagg,G04,base,profit,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,n_bets,xagg__G04__base__n_bets,xagg,G04,base,n_bets,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,n_rounds,xagg__G04__base__n_rounds,xagg,G04,base,n_rounds,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi,xagg__G04__base__roi,xagg,G04,base,roi,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi_freecomm,xagg__G04__freecomm__roi,xagg,G04,freecomm,roi,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi_non_freecomm,xagg__G04__non_freecomm__roi,xagg,G04,non_freecomm,roi,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi_ex_rebate,xagg__G04__base__roi_ex_rebate,xagg,G04,base,roi_ex_rebate,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi_numerator,xagg__G04__base__roi_numerator,xagg,G04,base,roi_numerator,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi_denominator,xagg__G04__base__roi_denominator,xagg,G04,base,roi_denominator,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi_denominator_status,xagg__G04__base__roi_denominator_status,xagg,G04,base,roi_denominator_status,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,rebate_cost,xagg__G04__base__rebate_cost,xagg,G04,base,rebate_cost,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,agent_cost,xagg__G04__base__agent_cost,xagg,G04,base,agent_cost,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,net_margin,xagg__G04__base__net_margin,xagg,G04,base,net_margin,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,net_margin_rate,xagg__G04__base__net_margin_rate,xagg,G04,base,net_margin_rate,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_stake_per_bet,xagg__G04__base__avg_stake_per_bet,xagg,G04,base,avg_stake_per_bet,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_valid_bet_per_round,xagg__G04__base__avg_valid_bet_per_round,xagg,G04,base,avg_valid_bet_per_round,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_profit_per_round,xagg__G04__base__avg_profit_per_round,xagg,G04,base,avg_profit_per_round,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_profit_per_day,xagg__G04__base__avg_profit_per_day,xagg,G04,base,avg_profit_per_day,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_profit_per_shoe,xagg__G04__base__avg_profit_per_shoe,xagg,G04,base,avg_profit_per_shoe,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_stake_per_active_day,xagg__G04__base__avg_stake_per_active_day,xagg,G04,base,avg_stake_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_rounds_per_active_day,xagg__G04__base__avg_rounds_per_active_day,xagg,G04,base,avg_rounds_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_stake_freecomm,xagg__G04__freecomm__avg_stake,xagg,G04,freecomm,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_stake_non_freecomm,xagg__G04__non_freecomm__avg_stake,xagg,G04,non_freecomm,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p25_stake,xagg__G04__base__p25_stake,xagg,G04,base,p25_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p50_stake,xagg__G04__base__p50_stake,xagg,G04,base,p50_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p75_stake,xagg__G04__base__p75_stake,xagg,G04,base,p75_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p90_stake,xagg__G04__base__p90_stake,xagg,G04,base,p90_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p95_stake,xagg__G04__base__p95_stake,xagg,G04,base,p95_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p99_stake,xagg__G04__base__p99_stake,xagg,G04,base,p99_stake,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p50_valid_bet,xagg__G04__base__p50_valid_bet,xagg,G04,base,p50_valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p50_profit,xagg__G04__base__p50_profit,xagg,G04,base,p50_profit,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p95_over_p50,xagg__G04__base__p95_over_p50,xagg,G04,base,p95_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,p99_over_p50,xagg__G04__base__p99_over_p50,xagg,G04,base,p99_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,avg_over_p50,xagg__G04__base__avg_over_p50,xagg,G04,base,avg_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,common_table_count,xagg__G04__base__common_table_count,xagg,G04,base,common_table_count,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,common_dealer_count,xagg__G04__base__common_dealer_count,xagg,G04,base,common_dealer_count,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,common_ip_count,xagg__G04__base__common_ip_count,xagg,G04,base,common_ip_count,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,common_product_count,xagg__G04__base__common_product_count,xagg,G04,base,common_product_count,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,share_freecomm,xagg__G04__freecomm__share,xagg,G04,freecomm,share,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,hold_rate,xagg__G04__base__hold_rate,xagg,G04,base,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,hold_rate_freecomm,xagg__G04__freecomm__hold_rate,xagg,G04,freecomm,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,rebate_rate_actual,xagg__G04__base__rebate_rate_actual,xagg,G04,base,rebate_rate_actual,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,rebate_pct_config,xagg__G04__base__rebate_pct_config,xagg,G04,base,rebate_pct_config,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,turnover_multiple,xagg__G04__base__turnover_multiple,xagg,G04,base,turnover_multiple,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,free_comm_rate,xagg__G04__base__free_comm_rate,xagg,G04,base,free_comm_rate,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,roi_delta_freecomm,xagg__G04__freecomm__roi_delta,xagg,G04,freecomm,roi_delta,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,first_seen,xagg__G04__base__first_seen,xagg,G04,base,first_seen,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,last_seen,xagg__G04__base__last_seen,xagg,G04,base,last_seen,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,active_days,xagg__G04__base__active_days,xagg,G04,base,active_days,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,active_shoes,xagg__G04__base__active_shoes,xagg,G04,base,active_shoes,P0-1 需按本件 grain 重聚合后方可用此名
5,B4_5b_tip_nature.csv,active_sessions,xagg__G04__base__active_sessions,xagg,G04,base,active_sessions,P0-1 需按本件 grain 重聚合后方可用此名
